Series ID,Year,Period,Label,Value
LASST550000000000003,2020,M08,2020 Aug,6.1
LASST550000000000003,2020,M09,2020 Sep,5.2
LASST550000000000003,2020,M10,2020 Oct,4.8
LASST550000000000003,2020,M11,2020 Nov,4.4
LASST550000000000003,2020,M12,2020 Dec,4.0
LASST550000000000003,2021,M01,2021 Jan,3.8
LASST550000000000003,2021,M02,2021 Feb,3.8
LASST550000000000003,2021,M03,2021 Mar,3.8
LASST550000000000003,2021,M04,2021 Apr,3.9
LASST550000000000003,2021,M05,2021 May,3.9
LASST550000000000003,2021,M06,2021 Jun,3.9
LASST550000000000003,2021,M07,2021 Jul,3.9
LASST550000000000003,2021,M08,2021 Aug,3.9
LASST550000000000003,2021,M09,2021 Sep,3.4
LASST550000000000003,2021,M10,2021 Oct,3.2
LASST560000000000003,2017,M01,2017 Jan,4.8
LASST560000000000003,2017,M02,2017 Feb,4.6
LASST560000000000003,2017,M03,2017 Mar,4.4
LASST560000000000003,2017,M04,2017 Apr,4.2
LASST560000000000003,2017,M05,2017 May,4.1
LASST560000000000003,2017,M06,2017 Jun,4.1
LASST560000000000003,2017,M07,2017 Jul,4.2
LASST560000000000003,2017,M08,2017 Aug,4.2
LASST560000000000003,2017,M09,2017 Sep,4.3
LASST560000000000003,2017,M10,2017 Oct,4.3
LASST560000000000003,2017,M11,2017 Nov,4.3
LASST560000000000003,2017,M12,2017 Dec,4.2
LASST560000000000003,2018,M01,2018 Jan,4.2
LASST560000000000003,2018,M02,2018 Feb,4.1
LASST560000000000003,2018,M03,2018 Mar,4.1
LASST560000000000003,2018,M04,2018 Apr,4.0
LASST560000000000003,2018,M05,2018 May,4.0
LASST560000000000003,2018,M06,2018 Jun,4.0
LASST560000000000003,2018,M07,2018 Jul,4.0
LASST560000000000003,2018,M08,2018 Aug,4.0
LASST560000000000003,2018,M09,2018 Sep,4.0
LASST560000000000003,2018,M10,2018 Oct,4.0
LASST560000000000003,2018,M11,2018 Nov,4.0
LASST560000000000003,2018,M12,2018 Dec,3.9
LASST560000000000003,2019,M01,2019 Jan,3.7
LASST560000000000003,2019,M02,2019 Feb,3.6
LASST560000000000003,2019,M03,2019 Mar,3.5
LASST560000000000003,2019,M04,2019 Apr,3.5
LASST560000000000003,2019,M05,2019 May,3.5
LASST560000000000003,2019,M06,2019 Jun,3.6
LASST560000000000003,2019,M07,2019 Jul,3.7
LASST560000000000003,2019,M08,2019 Aug,3.8
LASST560000000000003,2019,M09,2019 Sep,3.8
LASST560000000000003,2019,M10,2019 Oct,3.9
LASST560000000000003,2019,M11,2019 Nov,4.0
LASST560000000000003,2019,M12,2019 Dec,4.2
LASST560000000000003,2020,M01,2020 Jan,4.4
LASST560000000000003,2020,M02,2020 Feb,4.8
LASST560000000000003,2020,M03,2020 Mar,5.1
LASST560000000000003,2020,M04,2020 Apr,5.5
LASST560000000000003,2020,M05,2020 May,8.5
LASST560000000000003,2020,M06,2020 Jun,7.4
LASST560000000000003,2020,M07,2020 Jul,6.8
LASST560000000000003,2020,M08,2020 Aug,6.2
LASST560000000000003,2020,M09,2020 Sep,5.7
LASST560000000000003,2020,M10,2020 Oct,5.4
LASST560000000000003,2020,M11,2020 Nov,5.3
LASST560000000000003,2020,M12,2020 Dec,5.2
LASST560000000000003,2021,M01,2021 Jan,5.1
LASST560000000000003,2021,M02,2021 Feb,5.3
LASST560000000000003,2021,M03,2021 Mar,5.3
LASST560000000000003,2021,M04,2021 Apr,5.4
LASST560000000000003,2021,M05,2021 May,5.4
LASST560000000000003,2021,M06,2021 Jun,5.4
LASST560000000000003,2021,M07,2021 Jul,5.2
LASST560000000000003,2021,M08,2021 Aug,4.9
LASST560000000000003,2021,M09,2021 Sep,4.5
LASST560000000000003,2021,M10,2021 Oct,4.1
